name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,user_score,rating,na_population,eu_population,jp_population,other_population,critic_count,user_count,developer,popularity_score
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,139000,10000,0,10000,159000,2.5,2.5,M,455905328.0,774060012.0,128047000.0,70602184837.0,27,41,Team 17,2.5
Marble Saga: Kororinpa,Weii,2009,Puzzle,Konami Digital Entertainment,90000,51000,0,10000,151000,7.5,7.2,E,455905328.0,774060012.0,128047000.0,70602184837.0,16,6,Hudson Entertainment,7.418181818
The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,112000,10000,30000,10000,162000,5.8,5.3,T,455905328.0,774060012.0,128047000.0,70602184837.0,48,46,SNK Playmore,5.555319149
Heroes over Europe,PS3,2009,Simulation,Ubisoft,120000,20000,0,20000,160000,6.3,7.0,T,455905328.0,774060012.0,128047000.0,70602184837.0,34,16,"Atari, Transmission Games, Atari SA",6.524
Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,Focus Home Interactive,108000,30000,0,10000,148000,6.2,6.9,T,455905328.0,774060012.0,128047000.0,70602184837.0,24,14,Frogwares,6.457894737
Chaotic: Shadow Warriors,X360,2009,Action,Activision,141000,0,0,10000,151000,6.1,5.1,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,4,4,FUN Labs,5.6
Stormrise,X360,2009,Strategy,Sega,111000,30000,0,10000,151000,4.9,6.8,M,455905328.0,774060012.0,128047000.0,70602184837.0,36,17,Creative Assembly,5.509433962
Cars: Race-O-Rama,X360,2009,Racing,THQ,138000,10000,0,10000,158000,5.4,5.9,E,455905328.0,774060012.0,128047000.0,70602184837.0,8,5,Incinerator Games,5.592307692
NHL 2K10,PS3,2009,Sports,Take-Two Interactive,132000,10000,0,10000,152000,6.6,7.0,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,23,8,Take-Two Interactive,6.703225806
Puzzle Quest: Galactrix,DS,2009,Puzzle,D3Publisher,142000,0,0,10000,152000,7.6,6.6,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,33,6,Infinite Interactive,7.446153846
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,Namco Bandai Games,140000,0,0,10000,150000,6.0,6.2,T,455905328.0,774060012.0,128047000.0,70602184837.0,15,10,Racjin,6.08
NHL 2K10,X360,2009,Sports,Take-Two Interactive,112000,20000,0,10000,142000,6.8,8.0,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,31,15,Take-Two Interactive,7.191304348
G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,111000,0,0,29000,140000,5.0,2.3,T,455905328.0,774060012.0,128047000.0,70602184837.0,4,6,Double Helix Games,3.38
Harvest Moon: Hero of Leaf Valley,PSP,2009,Simulation,Rising Star Games,70000,20000,49000,10000,149000,7.4,7.7,E,455905328.0,774060012.0,128047000.0,70602184837.0,6,12,Marvelous Entertainment,7.6
Hexyz Force,PSP,2009,Role-Playing,Atlus,69000,0,59000,10000,138000,6.8,7.3,T,455905328.0,774060012.0,128047000.0,70602184837.0,13,21,Sting,7.108823529
ArmA II,PC,2009,Shooter,505 Games,0,119000,0,20000,139000,7.8,7.6,M,455905328.0,774060012.0,128047000.0,70602184837.0,38,589,Bohemia Interactive,7.612121212
Risen,PC,2009,Role-Playing,Deep Silver,0,109000,0,20000,129000,7.8,8.1,M,455905328.0,774060012.0,128047000.0,70602184837.0,32,676,Piranha Bytes,8.086440678
Heroes over Europe,X360,2009,Simulation,Ubisoft,101000,20000,0,10000,131000,6.1,8.3,T,455905328.0,774060012.0,128047000.0,70602184837.0,39,9,Transmission Games,6.5125
Valhalla Knights: Eldar Saga,Weii,2009,Role-Playing,Rising Star Games,101000,10000,10000,10000,131000,3.5,6.6,T,455905328.0,774060012.0,128047000.0,70602184837.0,17,19,"K2, Kurogane",5.136111111
G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,111000,10000,0,10000,131000,4.6,7.4,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,16,4,Backbone Entertainment,5.16
Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,111000,10000,0,10000,131000,2.7,2.8,M,455905328.0,774060012.0,128047000.0,70602184837.0,24,66,Rebellion,2.773333333
Puzzle Kingdoms,DS,2009,Puzzle,Zoo Digital Publishing,120000,0,0,10000,130000,6.3,6.2,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,12,4,Infinite Interactive,6.275
Phantom Brave: We Meet Again,Weii,2009,Role-Playing,Nippon Ichi Software,122000,0,10000,10000,142000,7.7,7.0,T,455905328.0,774060012.0,128047000.0,70602184837.0,12,15,Nippon Ichi Software,7.311111111
The BIGS 2,PS3,2009,Sports,Take-Two Interactive,119000,0,0,10000,129000,7.9,7.7,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,18,16,Blue Castle Games,7.805882353
Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,D3Publisher,90000,20000,0,10000,120000,5.2,6.5,T,455905328.0,774060012.0,128047000.0,70602184837.0,38,21,Vicious Cycle,5.662711864
Jurassic: The Hunted,X360,2009,Shooter,Activision,118000,0,0,10000,128000,5.9,7.1,T,455905328.0,774060012.0,128047000.0,70602184837.0,4,21,Activision,6.908
Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,120000,0,0,10000,130000,3.7,4.7,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,8,4,Ubisoft,4.033333333
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,101000,10000,0,10000,121000,5.4,7.1,T,455905328.0,774060012.0,128047000.0,70602184837.0,53,27,Vicious Cycle,5.97375
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,91000,20000,0,10000,121000,6.7,7.6,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,28,6,Activision,6.858823529
Mytran Wars,PSP,2009,Strategy,Deep Silver,80000,20000,0,20000,120000,6.9,8.8,T,455905328.0,774060012.0,128047000.0,70602184837.0,16,4,Stormregion,7.28
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,111000,0,0,10000,121000,8.4,8.4,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,18,16,Farsight Studios,8.4
Academy of Champions: Soccer,Weii,2009,Sports,Ubisoft,91000,20000,0,10000,121000,6.5,6.8,E,455905328.0,774060012.0,128047000.0,70602184837.0,20,14,Ubisoft Vancouver,6.623529412
Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,30000,20000,50000,10000,110000,6.8,7.4,M,455905328.0,774060012.0,128047000.0,70602184837.0,18,18,From Software,7.1
A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,79000,0,30000,10000,119000,5.0,6.1,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,17,9,"Nippon Ichi Software, Hit Maker",5.380769231
The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,89000,0,10000,10000,109000,6.3,4.2,T,455905328.0,774060012.0,128047000.0,70602184837.0,57,33,SNK Playmore,5.53
Coraline,PS2,2009,Action,D3Publisher,60000,40000,0,10000,110000,3.8,2.0,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,5,6,Papaya Studios,2.818181818
Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,101000,0,0,10000,111000,5.1,5.5,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,10,5,Griptonite Games,5.233333333
Cloudy With a Chance of Meatballs,Weii,2009,Platform,Ubisoft,99000,0,0,10000,109000,6.7,5.3,E,455905328.0,774060012.0,128047000.0,70602184837.0,4,4,Ubisoft Shanghai,6.0
Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,50000,40000,0,10000,100000,5.6,5.0,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,4,4,High Voltage Software,5.3
Calling,Weii,2009,Adventure,Konami Digital Entertainment,60000,39000,0,10000,109000,5.0,6.7,T,455905328.0,774060012.0,128047000.0,70602184837.0,28,16,Hudson Entertainment,5.618181818
Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,69000,30000,0,10000,109000,5.0,7.1,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,15,8,"Majesco Games, Majesco",5.730434783
Spyborgs,Weii,2009,Action,Capcom,91000,10000,0,10000,111000,6.5,6.3,T,455905328.0,774060012.0,128047000.0,70602184837.0,30,6,Bionic Games,6.466666667
Astro Boy: The Video Game,Weii,2009,Action,D3Publisher,98000,0,0,10000,108000,4.8,3.6,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,17,4,High Voltage Software,4.571428571
Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,88000,10000,0,10000,108000,5.3,4.8,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,8,4,Griptonite Games,5.133333333
Dawn of Discovery,DS,2009,Simulation,Ubisoft,71000,30000,0,10000,111000,8.3,7.4,E,455905328.0,774060012.0,128047000.0,70602184837.0,11,7,Keen Games,7.95
Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,92000,10000,0,10000,112000,2.8,2.8,M,455905328.0,774060012.0,128047000.0,70602184837.0,33,64,Rebellion,2.8
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,91000,10000,0,10000,111000,6.1,7.7,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,9,6,Artificial Mind and Movement,6.74
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,90000,10000,0,10000,110000,6.6,6.1,E,455905328.0,774060012.0,128047000.0,70602184837.0,9,5,Ubisoft Shanghai,6.421428571
JU-ON: The Grudge,Weii,2009,Action,Rising Star Games,69000,10000,10000,10000,99000,3.8,5.5,M,455905328.0,774060012.0,128047000.0,70602184837.0,32,34,FeelPlus,4.675757576
Miami Law,DS,2009,Adventure,Konami Digital Entertainment,91000,0,0,10000,101000,5.6,8.9,T,455905328.0,774060012.0,128047000.0,70602184837.0,14,4,Hudson Entertainment,6.333333333
The Whispered World,PC,2009,Adventure,Deep Silver,0,81000,0,20000,101000,7.0,7.5,E,455905328.0,774060012.0,128047000.0,70602184837.0,41,77,Daedalic Entertainment,7.326271186
Rolling Stone: Drum King,Weii,2009,Misc,505 Games,89000,0,0,10000,99000,3.2,1.8,T,455905328.0,774060012.0,128047000.0,70602184837.0,4,4,505 Games,2.5
Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,61000,30000,0,10000,101000,1.7,1.7,M,455905328.0,774060012.0,128047000.0,70602184837.0,11,37,Team 17,1.7
Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,89000,0,0,10000,99000,2.8,0.9,T,455905328.0,774060012.0,128047000.0,70602184837.0,16,50,Dimps Corporation,1.360606061
Harvest Moon: Frantic Farming,DS,2009,Puzzle,Rising Star Games,80000,0,0,10000,90000,7.3,6.8,E,455905328.0,774060012.0,128047000.0,70602184837.0,7,6,Natsume,7.069230769
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,60000,0,30000,0,90000,6.2,6.5,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,27,10,Tri-Crescendo,6.281081081
Tornado Outbreak,Weii,2009,Action,Konami Digital Entertainment,92000,0,0,10000,102000,7.2,8.2,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,7,5,Loose Cannon Studios,7.616666667
Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,Idea Factory,81000,0,0,10000,91000,8.0,8.4,M,455905328.0,774060012.0,128047000.0,70602184837.0,4,30,Idea Factory,8.352941176
Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0,81000,0,10000,91000,8.6,7.6,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,26,435,Criterion Games,7.656399132
Beaterator,PSP,2009,Misc,Take-Two Interactive,59000,20000,0,20000,99000,8.1,7.7,E,455905328.0,774060012.0,128047000.0,70602184837.0,44,12,Rockstar Leeds,8.014285714
Shadow of Destiny,PSP,2009,Adventure,Konami Digital Entertainment,80000,0,0,10000,90000,5.3,8.2,T,455905328.0,774060012.0,128047000.0,70602184837.0,6,5,Konami,6.618181818
Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,79000,0,0,10000,89000,7.0,7.5,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,15,8,Loose Cannon Studios,7.173913043
Damnation,PS3,2009,Shooter,Codemasters,69000,10000,0,10000,89000,3.6,2.8,M,455905328.0,774060012.0,128047000.0,70602184837.0,36,40,Blue Omega,3.178947368
Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,Electronic Arts,81000,0,0,10000,91000,8.1,7.9,E,455905328.0,774060012.0,128047000.0,70602184837.0,46,38,EA Tiburon,8.00952381
ShellShock 2: Blood Trails,X360,2009,Shooter,Eidos Interactive,51000,30000,0,10000,91000,3.0,6.0,M,455905328.0,774060012.0,128047000.0,70602184837.0,21,33,Rebellion,4.833333333
Cloudy With a Chance of Meatballs,X360,2009,Platform,Ubisoft,69000,0,0,10000,79000,6.2,6.5,E,455905328.0,774060012.0,128047000.0,70602184837.0,12,11,Ubisoft Shanghai,6.343478261
Mad Dog McCree: Gunslinger Pack,Weii,2009,Shooter,Majesco Entertainment,70000,0,0,10000,80000,3.1,5.1,T,455905328.0,774060012.0,128047000.0,70602184837.0,6,11,Digital Leisure Inc.,4.394117647
Don King Boxing,DS,2009,Sports,Take-Two Interactive,60000,10000,0,10000,80000,7.1,7.7,T,455905328.0,774060012.0,128047000.0,70602184837.0,4,5,Venom Games,7.433333333
ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,40000,30000,0,10000,80000,3.5,4.9,M,455905328.0,774060012.0,128047000.0,70602184837.0,18,27,Rebellion,4.34
Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,71000,0,0,10000,81000,6.2,7.9,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,12,6,Loose Cannon Studios,6.766666667
NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,71000,0,0,10000,81000,6.8,3.0,E,455905328.0,774060012.0,128047000.0,70602184837.0,13,13,SCEA San Diego Studios,4.9
Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,69000,10000,0,10000,89000,4.6,5.1,M,455905328.0,774060012.0,128047000.0,70602184837.0,33,12,K2 LLC,4.733333333
MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,70000,0,0,10000,80000,4.9,6.5,E,455905328.0,774060012.0,128047000.0,70602184837.0,8,8,Blue Castle Games,5.7
C.O.P.: The Recruit,DS,2009,Action,Ubisoft,50000,20000,0,10000,80000,5.5,7.4,T,455905328.0,774060012.0,128047000.0,70602184837.0,38,13,Velez & Dubail,5.984313725
F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,20000,50000,0,10000,80000,7.9,7.7,M,455905328.0,774060012.0,128047000.0,70602184837.0,49,520,Monolith Productions,7.717223199
Overlord: Minions,DS,2009,Puzzle,Codemasters,71000,0,0,10000,81000,5.9,5.6,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,22,4,Climax Group,5.853846154
Monster Racers,DS,2009,Racing,Tecmo Koei,49000,0,20000,0,69000,7.0,9.1,E,455905328.0,774060012.0,128047000.0,70602184837.0,5,5,Koei,8.05
Speed Zone,Weii,2009,Racing,Bethesda Softworks,10000,49000,0,10000,69000,3.6,3.7,E,455905328.0,774060012.0,128047000.0,70602184837.0,14,11,Awesome Play Ltd.,3.644
MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,60000,0,0,10000,70000,4.6,4.6,E,455905328.0,774060012.0,128047000.0,70602184837.0,13,10,Blue Castle Games,4.6
Damnation,X360,2009,Shooter,Codemasters,59000,10000,0,10000,79000,3.5,5.6,M,455905328.0,774060012.0,128047000.0,70602184837.0,39,50,Blue Omega,4.679775281
Football Manager 2010,PC,2009,Sports,Sega,0,61000,0,10000,71000,8.8,9.1,E,455905328.0,774060012.0,128047000.0,70602184837.0,33,262,Sports Interactive,9.066440678
Resident Evil 5,PC,2009,Action,Capcom,10000,41000,0,10000,61000,8.7,7.2,M,455905328.0,774060012.0,128047000.0,70602184837.0,30,597,Capcom,7.271770335
WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0,50000,0,10000,60000,9.0,8.5,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,15,115,Studio Liverpool,8.557692308
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,61000,0,0,0,61000,4.1,2.4,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,4,5,DiP Interactive,3.155555556
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,51000,0,10000,61000,8.0,8.6,M,455905328.0,774060012.0,128047000.0,70602184837.0,44,602,GSC Game World,8.559133127
Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,49000,0,10000,59000,8.3,5.8,E,455905328.0,774060012.0,128047000.0,70602184837.0,22,387,Slightly Mad Studios,5.934474328
The Saboteur,PC,2009,Action,Electronic Arts,0,50000,0,10000,60000,7.5,7.8,M,455905328.0,774060012.0,128047000.0,70602184837.0,20,236,Pandemic Studios,7.7765625
Mirror's Edge,PC,2009,Platform,Electronic Arts,0,51000,0,10000,61000,7.9,8.1,T,455905328.0,774060012.0,128047000.0,70602184837.0,44,1026,EA DICE,8.091775701
Coraline,Weii,2009,Action,D3Publisher,50000,0,0,0,50000,4.1,5.4,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,7,8,Papaya Studios,4.793333333
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,20000,30000,0,10000,60000,7.6,5.0,M,455905328.0,774060012.0,128047000.0,70602184837.0,29,539,Codemasters,5.132746479
DiRT 2,PC,2009,Racing,Codemasters,0,41000,0,10000,51000,8.9,8.1,T,455905328.0,774060012.0,128047000.0,70602184837.0,22,352,Codemasters,8.147058824
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,20000,30000,0,10000,60000,6.7,8.0,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,13,19,Traveller's Tales,7.471875
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0,41000,0,10000,51000,7.2,3.7,E,455905328.0,774060012.0,128047000.0,70602184837.0,14,59,EA Sports,4.371232877
Wolfenstein,PC,2009,Shooter,Activision,10000,30000,0,10000,50000,7.3,7.3,M,455905328.0,774060012.0,128047000.0,70602184837.0,41,261,"id Software, Raven Software",7.3
Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0,39000,0,10000,49000,8.0,8.2,T,455905328.0,774060012.0,128047000.0,70602184837.0,15,40,Pendulo Studios,8.145454545
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0,30000,0,10000,40000,6.9,7.2,T,455905328.0,774060012.0,128047000.0,70602184837.0,23,125,Ubisoft Romania,7.153378378
Blood Bowl,PC,2009,Sports,Focus Home Interactive,20000,20000,0,0,40000,7.2,6.6,T,455905328.0,774060012.0,128047000.0,70602184837.0,34,57,Cyanide,6.824175824
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,30000,0,10000,40000,6.9,7.1,M,455905328.0,774060012.0,128047000.0,70602184837.0,42,204,Relic,7.065853659
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,20000,20000,0,0,40000,7.2,7.7,T,455905328.0,774060012.0,128047000.0,70602184837.0,21,16,Bongfish,7.416216216
Saints Row 2,PC,2009,Action,THQ,0,30000,0,10000,40000,7.2,6.9,M,455905328.0,774060012.0,128047000.0,70602184837.0,24,380,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",6.917821782
Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0,30000,0,0,30000,6.4,7.0,T,455905328.0,774060012.0,128047000.0,70602184837.0,14,17,"Fusionsphere Systems, Animation Arts",6.729032258
Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0,30000,0,0,30000,7.9,8.0,M,455905328.0,774060012.0,128047000.0,70602184837.0,39,282,Techland,7.987850467
Red Faction: Guerrilla,PC,2009,Shooter,THQ,0,30000,0,10000,40000,8.3,7.4,M,455905328.0,774060012.0,128047000.0,70602184837.0,29,308,"Volition Inc., Reactor Zero",7.477448071
Overlord II,PC,2009,Action,Codemasters,0,30000,0,0,30000,8.0,7.9,T,455905328.0,774060012.0,128047000.0,70602184837.0,32,159,Triumph Studios,7.916753927
Men of War,PC,2009,Strategy,505 Games,10000,20000,0,0,30000,8.1,8.2,M,455905328.0,774060012.0,128047000.0,70602184837.0,22,136,Best Way,8.186075949
Codename: Panzers Cold War,PC,2009,Strategy,Atari,0,20000,0,0,20000,6.8,5.8,T,455905328.0,774060012.0,128047000.0,70602184837.0,28,8,Stormregion,6.577777778
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0,30000,0,0,30000,6.3,6.2,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,14,35,EA Bright Light,6.228571429
Monsters vs. Aliens,PC,2009,Action,Activision,10000,10000,0,0,20000,6.3,6.3,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,8,5,Beenox,6.3
The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0,0,30000,0,30000,7.8,7.0,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,33,30,SCE Japan Studio,7.419047619
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0,20000,0,0,20000,4.7,4.6,T,455905328.0,774060012.0,128047000.0,70602184837.0,9,46,"LucasArts, Krome Studios",4.616363636
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0,20000,0,0,20000,7.5,8.5,T,455905328.0,774060012.0,128047000.0,70602184837.0,31,46,Eidos Interactive,8.097402597
The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0,20000,0,0,20000,5.8,6.8,T,455905328.0,774060012.0,128047000.0,70602184837.0,24,42,Pandemic Studios,6.436363636
Worms,PS3,2009,Strategy,Sony Computer Entertainment,0,20000,0,10000,30000,7.5,6.9,E10+,455905328.0,774060012.0,128047000.0,70602184837.0,9,18,Team 17,7.1
Demigod,PC,2009,Strategy,Atari,0,20000,0,0,20000,7.7,8.0,T,455905328.0,774060012.0,128047000.0,70602184837.0,50,183,Gas Powered Games,7.935622318
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,20000,0,0,20000,6.8,6.8,T,455905328.0,774060012.0,128047000.0,70602184837.0,24,42,Ubisoft Shanghai,6.8
Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0,20000,0,0,20000,3.6,3.9,T,455905328.0,774060012.0,128047000.0,70602184837.0,4,20,Longtail Studios,3.85
Fuel,PC,2009,Racing,Codemasters,0,20000,0,0,20000,6.7,6.6,E,455905328.0,774060012.0,128047000.0,70602184837.0,16,86,Asobo Studio,6.615686275
Order of War,PC,2009,Strategy,Square Enix,0,10000,0,0,10000,6.9,7.2,T,455905328.0,774060012.0,128047000.0,70602184837.0,39,73,Wargaming.net,7.095535714
SAW,PC,2009,Action,Konami Digital Entertainment,0,20000,0,0,20000,5.4,6.0,M,455905328.0,774060012.0,128047000.0,70602184837.0,6,31,Zombie Studios,5.902702703
