name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,critic_score,critic_count,user_score,user_count,developer,rating,popularity_score,global_sales
Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,Take-Two Interactive,468000,152000,0,20000,8.5,34,8.2,49,Remedy Entertainment,M,8.322891566,640000
Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,437000,141000,0,59000,7.1,21,7.7,22,5TH Cell,E,7.406976744,637000
GoldenEye: Rogue Agent,PS2,2004,Shooter,Electronic Arts,540000,20000,0,89000,6.0,38,7.0,32,EA LA,T,6.457142857,649000
WWE 2K15,X360,2014,Sports,Take-Two Interactive,375000,204000,0,59000,5.1,5,4.0,65,Yuke's,T,4.078571429,638000
Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,204000,133000,218000,89000,7.5,32,7.3,28,TOSE,T,7.406666667,644000
James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,426000,189000,0,20000,8.2,51,7.3,27,EA Redwood Shores,T,7.888461538,635000
X2: Wolverine's Revenge,PS2,2003,Platform,Activision,311000,244000,0,79000,5.7,24,7.3,13,GenePool,T,6.262162162,634000
NBA Live 06,XB,2005,Sports,Electronic Arts,573000,40000,0,30000,7.9,30,6.3,15,EA Canada,E,7.366666667,643000
Rayman 3D,3DS,2011,Platform,Ubisoft,231000,357000,0,59000,6.1,39,6.7,48,Ubisoft Casablanca,E,6.431034483,647000
Football Manager 2014,PC,2013,Sports,Sega,0,609000,0,30000,8.5,41,5.5,275,Sports Interactive,E,5.889240506,639000
TimeSplitters 2,XB,2002,Shooter,Eidos Interactive,288000,332000,0,10000,8.7,20,7.7,34,Free Radical Design,T,8.07037037,630000
Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,152000,122000,336000,40000,8.0,45,9.0,62,Capcom,M,8.579439252,650000
Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,173000,40000,398000,20000,6.2,37,7.8,29,Capcom,T,6.903030303,631000
Stuntman: Ignition,X360,2007,Racing,THQ,254000,312000,0,71000,7.5,38,7.3,31,Paradigm Entertainment,T,7.410144928,637000
Dishonored 2,PS4,2016,Action,Bethesda Softworks,218000,323000,0,101000,9.0,56,7.7,569,Arkane Studios,M,7.81648,642000
The Crew,XOne,2014,Racing,Ubisoft,255000,339000,0,49000,6.3,18,6.0,176,"Ubisoft Reflections, Ivory Tower",T,6.027835052,643000
Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,496000,91000,10000,51000,5.7,33,7.5,30,Spike,T,6.557142857,648000
NHL 13,PS3,2012,Sports,Electronic Arts,324000,211000,0,89000,8.3,22,6.7,60,Electronic Arts,E10+,7.129268293,624000
Dead or Alive 5,PS3,2012,Fighting,Tecmo Koei,227000,140000,202000,69000,7.4,34,7.6,109,Team Ninja,M,7.552447552,638000
Evolve,XOne,2015,Shooter,Take-Two Interactive,376000,202000,0,59000,7.4,31,5.0,336,Turtle Rock Studios,M,5.202724796,637000
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,315000,237000,0,80000,6.4,25,5.8,12,Adrenium,E,6.205405405,632000
Lost Planet: Extreme Condition,PS3,2008,Shooter,Capcom,312000,168000,69000,81000,6.8,34,7.0,36,Capcom,T,6.902857143,630000
X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision,533000,20000,0,90000,8.1,44,7.3,41,Raven Software,T,7.714117647,643000
LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,556000,31000,0,49000,8.1,50,8.2,45,Traveller's Tales,E10+,8.147368421,636000
Dragon Age II,PC,2011,Action,Electronic Arts,227000,327000,0,80000,8.2,45,4.5,4533,BioWare,M,4.536369594,634000
Tony Hawk's Pro Skater 2x,XB,2001,Sports,Activision,415000,188000,0,30000,7.9,24,8.9,5,Treyarch,T,8.072413793,633000
NBA Live 08,PS3,2007,Sports,Electronic Arts,563000,20000,10000,49000,7.3,28,6.8,10,EA Canada,E,7.168421053,642000
FIFA Soccer 2003,XB,2002,Sports,Electronic Arts,200000,399000,0,39000,8.9,11,7.6,11,EA Canada,E,8.25,638000
The Lord of the Rings: Conquest,X360,2009,Action,Electronic Arts,376000,204000,0,59000,5.6,58,6.9,110,Pandemic Studios,T,6.451190476,639000
Far Cry 4,PC,2014,Shooter,Ubisoft,151000,435000,0,41000,7.9,17,6.8,1064,Ubisoft Montreal,M,6.817298797,627000
NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,524000,20000,0,89000,7.7,18,7.6,18,EA Sports,E,7.65,633000
Iron Man,PSP,2008,Action,Sega,455000,89000,0,90000,4.4,7,6.6,16,Artificial Mind and Movement,T,5.930434783,634000
White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,228000,91000,274000,40000,6.0,45,7.0,64,Level 5,T,6.587155963,633000
Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,221000,342000,0,71000,6.7,24,7.6,21,Juice Games,T,7.12,634000
Wolfenstein,PS3,2009,Shooter,Activision,248000,273000,0,108000,7.0,58,7.3,77,"id Software, Raven Software",M,7.171111111,629000
The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,456000,110000,0,50000,3.3,30,4.0,410,Terminal Reality,M,3.952272727,616000
The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,395000,227000,0,0,7.0,22,3.6,81,The Sims Studio,T,4.326213592,622000
Ape Escape 2,PS2,2002,Platform,Sony Computer Entertainment,119000,91000,380000,30000,8.3,31,8.3,32,SCE Japan Studio,E,8.3,620000
Sega Rally Revo,PS3,2007,Racing,Sega,70000,425000,0,138000,7.4,40,7.1,20,SEGA Racing Studio,E,7.3,633000
Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,222000,196000,163000,51000,9.0,25,8.2,296,Atlus Co.,M,8.262305296,632000
FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,305000,237000,0,81000,8.2,17,5.7,28,EA Sports,E,6.644444444,623000
Angry Birds Trilogy,3DS,2012,Action,Activision,376000,202000,0,49000,6.2,7,4.6,20,Exient Entertainment,E,5.014814815,627000
Condemned 2: Bloodshot,X360,2008,Action,Sega,382000,189000,0,61000,8.1,76,8.2,178,Monolith Productions,M,8.17007874,632000
Okami,PS2,2006,Action,Capcom,110000,30000,148000,339000,9.4,69,9.2,327,Clover Studio,T,9.234848485,627000
NHL 2001,PS,2000,Sports,Electronic Arts,357000,240000,0,40000,8.7,10,7.7,7,Page 44 Studios,E,8.288235294,637000
Crysis 3,PC,2013,Shooter,Electronic Arts,171000,387000,0,69000,7.7,47,6.5,1223,Crytek,M,6.544409449,627000
Buzz Lightyear of Star Command,PS,2000,Platform,Activision,344000,236000,0,40000,5.3,10,5.2,4,Traveller's Tales,E,5.271428571,620000
NHL 16,PS4,2015,Sports,Electronic Arts,366000,157000,0,109000,7.9,28,5.5,157,"EA Sports, EA Canada",E10+,5.863243243,632000
Tony Hawk's Project 8,PS3,2006,Sports,Activision,303000,224000,10000,100000,7.6,43,7.2,14,Neversoft Entertainment,T,7.501754386,637000
Ghostbusters: The Video Game,X360,2009,Action,Atari,432000,140000,0,59000,7.8,53,8.5,125,Terminal Reality,T,8.291573034,631000
XCOM: Enemy Unknown,X360,2012,Strategy,Take-Two Interactive,360000,209000,0,50000,9.1,35,8.2,366,Firaxis Games,M,8.278553616,619000
Tony Hawk's American Wasteland,XB,2005,Sports,Activision,393000,201000,0,31000,7.6,40,7.8,15,Neversoft Entertainment,T,7.654545455,625000
Wild ARMs 3,PS2,2002,Role-Playing,Ubisoft,161000,132000,285000,40000,7.9,30,8.4,38,"Media Vision, Contrail",T,8.179411765,618000
Madden NFL 07,GC,2006,Sports,Electronic Arts,477000,131000,0,20000,8.2,14,9.4,5,EA Tiburon,E,8.515789474,628000
Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,462000,132000,0,20000,9.1,18,8.3,14,EA Sports,E,8.75,614000
Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,294000,237000,0,80000,7.1,31,8.0,10,Avalanche Software,E,7.319512195,611000
Just Dance 3,PS3,2011,Misc,Ubisoft,329000,200000,0,90000,7.5,5,5.9,7,Ubisoft,E10+,6.566666667,619000
LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,289000,270000,0,59000,7.2,16,7.3,20,Traveller's Tales,E10+,7.255555556,618000
Donkey Kong Barrel Blast,Weii,2007,Racing,Ninti,188000,264000,112000,61000,4.5,34,6.8,26,Paon Corporation,E,5.496666667,625000
Viewtiful Joe,GC,2003,Action,Capcom,387000,100000,118000,20000,9.3,52,8.4,115,Clover Studio,T,8.680239521,625000
The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,366000,220000,0,30000,7.1,6,9.1,25,Griptonite Games,E,8.712903226,616000
Guitar Hero: Metallica,PS3,2009,Misc,Activision,280000,242000,0,100000,8.7,44,8.1,48,Neversoft Entertainment,T,8.386956522,622000
Red Steel 2,Weii,2010,Shooter,Ubisoft,349000,198000,10000,60000,7.8,73,8.6,178,Ubisoft Paris,T,8.367330677,617000
XGRA: Extreme G-Racing Association,PS2,2004,Racing,Eidos Interactive,302000,239000,0,81000,6.9,23,8.5,8,Acclaim Studios Cheltenham,T,7.312903226,622000
Mafia III,XOne,2016,Action,Take-Two Interactive,282000,290000,0,50000,6.6,20,4.6,274,Hangar 13,M,4.736054422,622000
Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,296000,256000,0,59000,7.4,69,7.7,112,Ubisoft Montreal,T,7.585635359,611000
DJ Hero 2,Weii,2010,Misc,Activision,473000,90000,0,39000,8.8,20,7.4,17,FreeStyleGames,T,8.156756757,602000
Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,395000,161000,0,50000,7.9,50,6.0,25,Electronic Arts,E,7.266666667,606000
Wall-E,X360,2008,Platform,THQ,290000,257000,0,70000,5.0,32,6.2,6,Heavy Iron Studios,E,5.189473684,617000
Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,199000,341000,0,70000,4.8,9,4.3,7,EA Bright Light,E,4.58125,610000
NieR,PS3,2010,Role-Playing,Square Enix,171000,180000,201000,70000,6.9,58,8.5,263,Cavia Inc.,M,8.210903427,622000
2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,151000,354000,10000,90000,7.2,33,4.2,87,EA Canada,E,5.025,605000
NBA 2K9,PS3,2008,Sports,Take-Two Interactive,556000,0,0,50000,8.3,30,7.1,37,Visual Concepts,E,7.637313433,606000
NFL Fever 2003,XB,2002,Sports,Microsoft Game Studios,465000,131000,0,20000,7.2,25,8.5,12,Microsoft Game Studios,E,7.621621622,616000
Samurai Warriors 2,PS2,2006,Action,Tecmo Koei,20000,20000,566000,10000,5.7,26,9.0,13,Omega Force,T,6.8,616000
Wet,PS3,2009,Shooter,Bethesda Softworks,220000,270000,10000,109000,7.1,61,6.4,55,Artificial Mind and Movement,M,6.768103448,609000
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,504000,69000,0,50000,5.5,6,5.9,7,Cooking Mama Limited,E,5.715384615,623000
Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,562000,10000,0,50000,7.2,13,7.5,21,5TH Cell,E10+,7.385294118,622000
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Ninti,287000,20000,274000,30000,8.1,42,7.1,106,Intelligent Systems,E10+,7.383783784,611000
Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,212000,291000,10000,100000,7.4,23,7.5,259,PopCap,E10+,7.491843972,613000
Metroid Prime: Trilogy,Weii,2009,Shooter,Ninti,426000,51000,0,140000,9.3,48,9.5,316,Retro Studios,T,9.473626374,617000
Disney Universe,PS3,2011,Action,Disney Interactive Studios,306000,217000,0,91000,7.0,29,6.9,13,Eurocom Entertainment Software,E10+,6.969047619,614000
Jak and Daxter: The Lost Frontier,PSP,2009,Platform,Sony Computer Entertainment,181000,271000,0,152000,7.2,47,6.3,28,High Impact Games,E10+,6.864,604000
Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,443000,159000,0,10000,4.8,7,6.8,6,Skyworks Technologies,E,5.723076923,612000
Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,304000,234000,0,81000,7.9,29,8.0,12,Namco,T,7.929268293,619000
Vanquish,PS3,2010,Shooter,Sega,213000,210000,108000,81000,8.6,61,8.0,304,PlatinumGames,M,8.100273973,612000
Half-Life 2,XB,2005,Shooter,Electronic Arts,373000,212000,0,30000,8.9,35,8.7,115,Valve Software,M,8.746666667,615000
Tony Hawk: RIDE,X360,2009,Sports,Activision,463000,102000,0,51000,4.6,43,3.0,67,Robomodo,E10+,3.625454545,616000
Borderlands: The Pre-Sequel,PS3,2014,Shooter,Take-Two Interactive,257000,209000,50000,102000,7.7,24,6.2,130,2K Australia,M,6.433766234,618000
Major League Baseball 2K8,X360,2008,Sports,Bethesda Softworks,563000,0,0,49000,6.9,28,6.0,34,Kush Games,E,6.406451613,612000
Sacred 2: Fallen Angel,PS3,2009,Role-Playing,Deep Silver,220000,223000,81000,89000,6.9,45,7.0,51,"Ascaron Entertainment GmbH, Ascaron Entertainment",M,6.953125,613000
pro evolution soccer 2011,X360,2010,Sports,Konami Digital Entertainment,90000,447000,0,69000,8.0,43,5.9,33,Konami,E,7.088157895,606000
Final Fantasy IV Advance,GBA,2005,Role-Playing,Ninti,266000,101000,217000,10000,8.6,30,7.4,70,TOSE,E10+,7.76,594000
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,265000,180000,90000,71000,5.9,26,5.4,77,Spike,T,5.526213592,606000
Harry Potter and the Goblet of Fire,GBA,2005,Action,Electronic Arts,444000,162000,0,10000,7.0,9,5.9,8,Magic Pockets,E,6.482352941,616000
Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,449000,163000,0,10000,6.3,19,8.8,39,Webfoot Technologies,E,7.981034483,622000
Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision,434000,161000,0,10000,8.5,8,8.7,11,Vicarious Visions,E,8.615789474,605000
MySims Racing,DS,2009,Racing,Electronic Arts,254000,294000,0,69000,6.8,11,7.4,4,EA Games,E,6.96,617000
Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,494000,20000,0,81000,7.5,34,7.7,35,CyberConnect2,T,7.601449275,595000
Pac-Man Party,Weii,2010,Misc,Namco Bandai Games,471000,80000,10000,40000,5.9,14,5.8,8,TOSE,E10+,5.863636364,601000
Tony Hawk's Underground,GBA,2003,Sports,Activision,435000,162000,0,10000,8.5,9,7.7,9,Vicarious Visions,E,8.1,607000
Shadow The Hedgehog,PS2,2005,Platform,Sega,505000,20000,0,79000,4.5,28,6.0,137,Sonic Team,E10+,5.745454545,604000
Wave Race: Blue Storm,GC,2001,Racing,Ninti,395000,99000,88000,20000,8.2,21,8.3,29,Ninti,E,8.258,602000
Aliens: Colonial Marines,PS3,2013,Shooter,Sega,198000,285000,0,109000,4.4,25,3.7,295,Gearbox Software,M,3.7546875,592000
Backyard Wrestling: Don't Try This at Home,PS2,2003,Fighting,Eidos Interactive,303000,231000,0,79000,5.1,24,7.7,29,Paradox Development,M,6.522641509,613000
Yakuza: Dead Souls,PS3,2011,Shooter,Sega,91000,60000,412000,30000,6.5,55,7.5,69,Ryu ga Gotoku Studios,M,7.056451613,593000
Fight Night Round 2,XB,2005,Fighting,Electronic Arts,414000,163000,0,20000,8.9,48,8.9,27,EA Sports,T,8.9,597000
Dead Island: Riptide,PS3,2013,Action,Deep Silver,262000,191000,70000,88000,6.2,25,5.8,140,Techland,M,5.860606061,611000
Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,295000,227000,20000,50000,6.0,53,5.1,144,Microsoft Game Studios,E10+,5.34213198,592000
NBA 2K8,PS2,2007,Sports,Take-Two Interactive,491000,20000,0,81000,7.2,7,6.1,9,Visual Concepts,E,6.58125,592000
Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,120000,102000,336000,51000,6.8,26,8.7,75,Omega Force,T,8.210891089,609000
Disney Infinity,WeiiU,2013,Action,Disney Interactive Studios,330000,222000,0,50000,7.0,10,7.5,58,Avalanche Software,E10+,7.426470588,602000
Secret Agent Clank,PS2,2009,Platform,Sony Computer Entertainment,128000,181000,0,292000,6.1,9,6.7,14,Sanzaru Games,E10+,6.465217391,601000
Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft,306000,239000,0,59000,7.7,77,7.6,94,Techland,M,7.64502924,604000
Fighters Uncaged,X360,2010,Fighting,Ubisoft,309000,233000,0,61000,3.2,38,4.5,23,Ubisoft,T,3.690163934,603000
Rayman Arena,PS2,2001,Racing,Ubisoft,285000,231000,0,81000,6.4,10,8.5,8,Ubisoft,E,7.333333333,597000
Jaws Unleashed,PS2,2006,Action,THQ,490000,20000,0,80000,5.2,29,7.6,39,Appaloosa Interactive,M,6.576470588,590000
Half-Life,PS2,2001,Shooter,Vivendi Games,289000,231000,0,81000,8.5,24,8.5,94,Gearbox Software,M,8.5,601000
Split/Second,X360,2010,Racing,Disney Interactive Studios,314000,234000,0,60000,8.0,78,8.1,101,Black Rock Studio,E10+,8.056424581,608000
The Golden Compass,DS,2007,Action,Sega,280000,249000,0,60000,4.3,7,4.8,8,Artificial Mind and Movement,E10+,4.566666667,589000
Muramasa: The Demon Blade,Weii,2009,Role-Playing,Rising Star Games,326000,118000,111000,40000,8.1,58,8.8,101,Vanillaware,T,8.544654088,595000
Okami,Weii,2008,Action,Capcom,430000,88000,39000,50000,8.9,44,8.9,236,Ready at Dawn,T,8.9,607000
LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,132000,382000,0,90000,7.3,47,6.6,88,TT Games,E10+,6.843703704,604000
WWE 2K17,PS4,2016,Sports,Take-Two Interactive,172000,343000,0,90000,6.8,50,6.9,88,Yuke's,T,6.863768116,605000
Just Dance 2014,WeiiU,2013,Misc,Ubisoft,310000,226000,0,50000,7.1,13,7.7,45,Ubisoft,E10+,7.565517241,586000
NHL 15,PS4,2014,Sports,Electronic Arts,306000,190000,0,101000,6.0,28,3.5,306,EA Sports,E10+,3.709580838,597000
Total War: Shogun 2,PC,2011,Strategy,Sega,189000,310000,0,89000,9.0,62,8.1,1180,Creative Assembly,T,8.144927536,588000
SimCity DS,DS,2007,Simulation,Electronic Arts,328000,20000,208000,30000,6.8,27,6.3,18,Aki Corp.,E,6.6,586000
Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,291000,227000,0,82000,6.2,8,8.0,8,Climax Group,E,7.1,600000
Monopoly,X360,2008,Misc,Electronic Arts,335000,201000,0,59000,5.5,9,5.7,17,EA Bright Light,E,5.630769231,595000
Tony Hawk: RIDE,PS3,2009,Sports,Activision,376000,139000,0,69000,4.3,29,2.1,31,Robomodo,E10+,3.163333333,584000
Medal of Honor: Frontline,GC,2002,Shooter,Electronic Arts,467000,122000,0,20000,7.9,16,7.9,16,Dreamworks Games,T,7.9,609000
Dead Space,PC,2008,Action,Electronic Arts,0,522000,0,59000,8.7,28,8.1,1093,EA Redwood Shores,M,8.114986619,581000
NHL 11,PS3,2010,Sports,Electronic Arts,396000,121000,0,71000,8.8,38,7.0,54,Electronic Arts,E10+,7.743478261,588000
Yakuza 5,PS3,2012,Action,Sega,0,0,601000,0,8.4,34,8.4,180,Ryu ga Gotoku Studios,M,8.4,601000
2002 FIFA World Cup,PS2,2002,Sports,Electronic Arts,209000,167000,163000,59000,7.4,19,5.6,18,EA Sports,E,6.524324324,598000
MVP Baseball 2004,XB,2004,Sports,Electronic Arts,441000,128000,0,20000,8.8,31,8.7,19,EA Sports,E,8.762,589000
WWE 2K16,XOne,2015,Sports,Take-Two Interactive,322000,221000,0,51000,7.3,18,5.8,75,Yuke's,T,6.090322581,594000
Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,151000,341000,0,102000,8.7,24,8.1,1102,Ubisoft Montreal,M,8.112788632,594000
Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,Microsoft Game Studios,363000,81000,138000,20000,7.2,42,7.8,47,Team Ninja,M,7.516853933,602000
Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,128000,221000,10000,230000,7.8,8,6.8,82,Climax Group,M,6.888888889,589000
Blur,X360,2010,Racing,Activision,249000,266000,0,59000,8.3,78,8.2,169,Bizarre Creations,E10+,8.231578947,574000
Asphalt: Urban GT,DS,2004,Racing,Ubisoft,304000,218000,0,59000,6.1,38,7.4,13,Gameloft,E,6.431372549,581000
Mega Man Anniversary Collection,PS2,2004,Platform,Capcom,284000,219000,0,81000,8.0,26,9.2,20,Atomic Planet Entertainment,E,8.52173913,584000
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,142000,120000,272000,49000,6.6,5,6.0,242,Kojima Productions,M,6.012145749,583000
Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,337000,129000,108000,10000,8.2,25,9.6,116,TOSE,E,9.35177305,584000
Naruto: The Broken Bond,X360,2008,Action,Ubisoft,240000,281000,0,61000,7.8,34,7.9,46,Ubisoft Montreal,T,7.8575,582000
WarioWare D.I.Y.,DS,2009,Misc,Ninti,168000,179000,204000,39000,8.1,53,8.6,39,Intelligent Systems,E,8.311956522,590000
Iron Man,Weii,2008,Action,Sega,305000,218000,0,60000,4.4,14,7.0,8,Artificial Mind and Movement,T,5.345454545,583000
The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,295000,211000,0,89000,4.9,39,7.6,77,Coldwood Interactive,T,6.692241379,595000
Mega Man X7,PS2,2003,Action,Capcom,222000,173000,142000,61000,5.7,30,5.2,38,"Valuewave Co.,Ltd.",E,5.420588235,598000
Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,249000,251000,0,81000,9.1,52,8.5,3069,Nixxes Software,M,8.509996796,581000
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,382000,20000,129000,40000,6.7,34,7.6,47,TOSE,E10+,7.222222222,571000
SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,383000,130000,20000,40000,7.6,56,6.2,124,Project Soul,T,6.635555556,573000
Romancing SaGa,PS2,2005,Role-Playing,Square Enix,60000,40000,478000,10000,5.9,23,7.9,35,Square Enix,E10+,7.106896552,588000
Lost: Via Domus,X360,2008,Action,Ubisoft,180000,342000,0,69000,5.5,50,6.4,58,Ubisoft Montreal,T,5.983333333,591000
Top Spin 3,Weii,2008,Action,Take-Two Interactive,150000,372000,0,71000,6.7,18,5.8,29,Pam Development,E,6.144680851,593000
Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,353000,172000,0,50000,3.4,6,3.7,9,Farsight Studios,E,3.58,575000
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,482000,20000,0,80000,7.2,35,8.4,60,EA Games,T,7.957894737,582000
Call of War: Black Ops,DS,2010,Shooter,Activision,507000,40000,0,40000,7.5,13,6.1,54,n-Space,T,6.371641791,587000
NCAA Football 09,PS3,2008,Sports,Electronic Arts,541000,0,0,40000,8.1,20,7.2,25,EA Tiburon,E,7.6,581000
MLB 11: The Show,PS3,2011,Sports,Sony Computer Entertainment,542000,0,0,39000,9.0,30,7.7,87,SCEA San Diego Studios,E,8.033333333,581000
Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,373000,149000,0,50000,6.8,31,5.0,15,Asobo Studio,E,6.213043478,572000
Skylanders SWAP Force,WeiiU,2013,Platform,Activision,379000,149000,0,49000,8.9,7,6.0,96,Vicarious Visions,E10+,6.197087379,577000
Terminator 3: Rise of the Machines,PS2,2003,Action,Atari,277000,224000,0,69000,3.8,21,6.3,23,Black Ops Entertainment,T,5.106818182,570000
Guitar Hero: Smash Hits,Weii,2009,Misc,Activision,305000,213000,0,59000,7.4,17,7.8,6,Beenox,T,7.504347826,577000
Tom Clancy's HAWX,X360,2009,Action,Ubisoft,307000,192000,20000,60000,7.4,64,7.4,51,Ubisoft Romania,T,7.4,579000
Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,222000,235000,39000,81000,7.1,51,8.0,181,Spicy Horse,M,7.802155172,577000
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,277000,0,268000,30000,8.2,48,8.3,251,Atlus,M,8.283946488,575000
