name	platform	year_of_release	genre	publisher	na_sales	eu_sales	jp_sales	other_sales	critic_score	critic_count	user_score	user_count	developer	rating	popularity score							
Burnout 3: Takedown	XB	2004	Racing	Electronic Arts	836000	431000	0	40000	9.6	76	7.3	139	Criterion Games	T	8.113023256							
NBA Live 07	PS2	2006	Sports	Electronic Arts	1080000	41000	20000	172000	6.3	12	6	39	EA Sports	E	6.070588235							
Yoshi's Woolly World	WeiiU	2015	Platform	Ninti	624000	478000	108000	100000	7.9	83	8.4	376	Good-Feel	E	8.309586057							
Skylanders Giants	X360	2012	Action	Activision	736000	432000	0	109000	8.1	35	6.5	38	Toys for Bob	E10+	7.267123288							
SingStar '80s	PS2	2005	Misc	Sony Computer Entertainment	265000	20000	0	1031000	7.8	22	8.2	6	SCEA	T	7.885714286							
Tekken 6	X360	2009	Fighting	Namco Bandai Games	722000	414000	50000	121000	8.1	59	6.9	132	Namco Bandai Games America, Namco Bandai Games	T	7.270680628							
Assassin's Creed Syndicate	XOne	2015	Action	Ubisoft	614000	550000	0	110000	7.8	22	6.2	402	Ubisoft Quebec	M	6.283018868							
Pokemon Ranger: Guardian Signs	DS	2010	Role-Playing	Ninti	503000	157000	576000	49000	6.7	25	8.3	25	Creatures Inc.	E	7.5							
LEGO Batman: The Videogame	PS3	2008	Action	Warner Bros. Interactive Entertainment	725000	397000	0	191000	7.4	24	7.8	33	Traveller's Tales	E10+	7.631578947							
Crysis 2	PS3	2011	Action	Electronic Arts	465000	566000	59000	213000	8.6	54	7.2	406	Crytek	M	7.364347826							
Namco Museum DS	DS	2007	Misc	Atari	1128000	10000	61000	92000	6.6	19	5.9	8	M2	E	6.392592593							
Transformers	PS2	2004	Shooter	Atari	640000	494000	0	158000	7.5	51	8.6	27	Melbourne House	T	7.880769231							
Dying Light	XOne	2015	Action	Warner Bros. Interactive Entertainment	848000	303000	10000	119000	7.3	26	7.8	387	Techland	M	7.768523002							
Fallout 4	PC	2015	Role-Playing	Bethesda Softworks	501000	677000	0	99000	8.3	38	5.4	7512	Bethesda Game Studios	M	5.414596026							
Sonic Colors	DS	2010	Platform	Sega	677000	465000	10000	119000	7.9	26	7.8	66	Dimps Corporation	E	7.82826087							
Assassin's Creed: Rogue	PS3	2014	Action	Ubisoft	468000	564000	59000	198000	7.2	53	7.5	292	Ubisoft Sofia	M	7.453913043							
EA Playground	Weii	2007	Sports	Electronic Arts	681000	476000	0	130000	6.6	32	7.6	30	EA Canada	E	7.083870968							
The Elder Scrolls Online	XOne	2015	Role-Playing	Bethesda Softworks	790000	378000	0	120000	7.6	11	8.4	613	ZeniMax Media	M	8.385897436							
Manhunt	PS2	2003	Action	Take-Two Interactive	626000	498000	0	161000	7.7	47	8.4	136	Rockstar North	M	8.220218579							
Need for Speed Carbon	Weii	2006	Racing	Electronic Arts	443000	649000	20000	152000	6.7	21	7.4	26	EA Canada	E10+	7.087234043							
Silent Hill 2	PS2	2001	Action	Konami Digital Entertainment	628000	481000	0	160000	8.8	34	8.9	557	KCET	M	8.894247039							
Guitar Hero: Aerosmith	Weii	2008	Misc	Activision	1024000	142000	0	99000	7.3	16	7.1	19	Vicarious Visions	T	7.191428571							
The LEGO Movie Videogame	X360	2014	Action	Warner Bros. Interactive Entertainment	682000	462000	0	111000	6.9	8	7.3	26	TT Games	E10+	7.205882353							
The Sims 2: Nightlife	PC	2005	Simulation	Electronic Arts	1201000	50000	0	0	7.5	31	6.5	71	Maxis	T	6.803921569							
Dark Souls II	PS3	2014	Role-Playing	Namco Bandai Games	395000	331000	407000	152000	9.2	69	8.2	1107	From Software	T	8.258673469							
Kid Icarus: Uprising	3DS	2012	Action	Ninti	480000	348000	366000	71000	8.2	75	8.5	487	Opus, Project Sora	E10+	8.459964413							
Pokemon Mystery Dungeon: Gates to Infinity	3DS	2012	Role-Playing	Ninti	443000	294000	466000	71000	6	46	6.4	134	Ninti, Spike Chunsoft	E	6.297777778							
LEGO Batman: The Videogame	PS2	2008	Action	Warner Bros. Interactive Entertainment	723000	30000	0	515000	7.8	8	8.9	17	Traveller's Tales	E10+	8.548							
NBA 2K9	X360	2008	Sports	Take-Two Interactive	995000	157000	0	111000	8.6	32	7.3	44	Visual Concepts	E	7.847368421							
Tony Hawk's Underground	XB	2003	Sports	Activision	842000	367000	0	49000	8.5	33	9	26	Neversoft Entertainment	T	8.720338983							
Metal Gear Solid V: Ground Zeroes	PS4	2014	Action	Konami Digital Entertainment	448000	472000	167000	182000	7.6	70	6.2	1311	Kojima Productions	M	6.27096307							
.hack//Infection Part 1	PS2	2002	Role-Playing	Atari	497000	380000	261000	129000	7.6	35	8.4	60	CyberConnect2	T	8.105263158							
Jillian Michaels' Fitness Ultimatum 2009	Weii	2008	Sports	Deep Silver	967000	196000	0	109000	3	4	2	23	3G Studios	E	2.148148148							
Valkyria Chronicles	PS3	2008	Role-Playing	Sega	715000	187000	238000	132000	8.8	60	8.7	433	Sega	T	8.712170385							
WWE '12	X360	2011	Fighting	THQ	729000	394000	0	118000	7.2	52	6.4	89	Yuke's	T	6.695035461							
Sonic Adventure DX: Director's Cut	GC	2003	Platform	Sega	863000	297000	60000	30000	5.6	27	7.9	139	Sonic Team	E	7.525903614							
WWE '13	X360	2012	Action	THQ	706000	434000	0	112000	7.7	46	8	110	THQ, Yuke's	T	7.911538462							
Final Fantasy X / X-2 HD Remaster	PS3	2013	Role-Playing	Square Enix	438000	365000	322000	160000	8.4	50	8.4	332	Virtuos	T	8.4							
Need for Speed Rivals	PS3	2013	Racing	Electronic Arts	327000	686000	50000	192000	8	6	5	123	Ghost Games	E10+	5.139534884							
EA Sports Active 2	Weii	2010	Sports	Electronic Arts	774000	389000	0	111000	7.8	8	8	22	EA Canada	E	7.946666667							
Rockstar Games presents Table Tennis	Weii	2007	Sports	Take-Two Interactive	385000	720000	0	149000	6.9	36	5.8	21	Rockstar San Diego	E	6.494736842							
Football Manager 2011	PC	2010	Sports	Sega	0	1023000	0	252000	8.3	23	8.4	77	Sports Interactive	E	8.377							
Tamagotchi Connection: Corner Shop	DS	2005	Simulation	Atari	99000	20000	1119000	10000	5.9	20	7.8	6	NanaOn-Sha	E	6.338461538							
Tomb Raider: Underworld	PS3	2008	Action	Eidos Interactive	441000	556000	49000	220000	7.4	42	7.3	166	Nixxes Software	T	7.320192308							
LEGO Battles	DS	2009	Strategy	Warner Bros. Interactive Entertainment	758000	369000	0	108000	6.5	29	8.9	51	Hellbent Games	E	8.03							
NBA Live 2001	PS	2000	Sports	Electronic Arts	694000	461000	0	78000	8.4	10	7.9	6	EA Sports	E	8.2125							
Saints Row IV	PS3	2013	Action	Deep Silver	555000	416000	89000	187000	7.6	26	6.2	278	Volition Inc.	M	6.319736842							
Star Wars: The Force Unleashed	PS2	2008	Action	LucasArts	486000	0	10000	762000	6.8	7	7.4	33	Krome Studios	T	7.295							
SOCOM: U.S. Navy SEALs Confrontation	PS3	2008	Shooter	Sony Computer Entertainment	948000	162000	20000	128000	6.2	64	7	223	Slant Six	M	6.821602787							
Need for Speed: Most Wanted	X360	2005	Racing	Electronic Arts	1015000	131000	20000	100000	8.3	54	8.6	134	EA Canada	T	8.513829787							
Pokemon XD: Gale of Darkness	GC	2005	Role-Playing	Ninti	710000	187000	309000	29000	6.4	27	8.3	74	Genius Sonority Inc.	E	7.792079208							
Black	PS2	2006	Shooter	Electronic Arts	1003000	39000	31000	162000	7.8	62	8.3	194	Criterion Games	M	8.17890625							
Tom Clancy's Rainbow Six: Vegas	PS3	2007	Shooter	Ubisoft	466000	539000	30000	221000	8.7	32	7.7	81	Ubisoft Montreal	M	7.983185841							
LittleBigPlanet PS Vita	PSV	2012	Platform	Sony Computer Entertainment	344000	601000	20000	268000	8.7	71	8.6	348	Tarsier Studios, Double Eleven	E	8.616945107							
Pokemon Super Mystery Dungeon	3DS	2015	Role-Playing	Ninti	474000	348000	342000	79000	6.9	44	8.9	190	Spike Chunsoft Co. Ltd., Spike Chunsoft	E	8.523931624							
RollerCoaster Tycoon 2	PC	2002	Strategy	Atari	1207000	50000	0	0	7.3	22	8.5	135	Chris Sawyer	E	8.331847134							
Lara Croft Tomb Raider: The Angel of Darkness	PS2	2003	Action	Eidos Interactive	599000	471000	0	160000	5.1	37	6.2	106	Core Design Ltd.	T	5.915384615							
Tom Clancy's Splinter Cell: Pandora Tomorrow	PS2	2004	Action	Ubisoft	520000	571000	0	172000	8.6	45	8.6	34	Ubisoft Shanghai	T	8.6							
Ratchet: Deadlocked	PS2	2005	Shooter	Sony Computer Entertainment	837000	30000	219000	142000	8	51	8.9	155	Insomniac Games	T	8.677184466							
Ridge Racer V	PS2	2000	Action	Namco Bandai Games	236000	188000	759000	61000	7.8	20	7.8	6	Namco	E	7.8							
WWE SmackDown vs. Raw 2009	PS2	2008	Fighting	THQ	703000	0	0	555000	7.8	9	6.8	34	Yuke's	T	7.009302326							
Star Wars Episode III: Revenge of the Sith	XB	2005	Action	Activision	818000	380000	0	40000	6.1	44	8.1	54	Double Helix Games	T	7.202040816							
[Prototype]	PS3	2009	Action	Activision	659000	407000	0	190000	7.9	53	7.8	308	Radical Entertainment	M	7.81468144							
FIFA Street	PS3	2012	Sports	Electronic Arts	121000	904000	0	226000	7.6	36	6.3	66	EA Sports	E	6.758823529							
Frogger: The Great Quest	PS2	2001	Platform	Konami Digital Entertainment	596000	471000	0	158000	3.1	6	4.6	29	Konami	E	4.342857143							
Madden NFL 17	XOne	2016	Sports	Electronic Arts	1100000	20000	0	130000	8.4	30	6	39	EA Sports	E	7.043478261							
Ninja Gaiden	XB	2004	Action	Microsoft Game Studios	913000	200000	70000	39000	9.2	89	8.8	152	Team Ninja	M	8.947717842							
Driv3r	PS2	2004	Racing	Atari	588000	464000	0	163000	5.7	51	5.4	102	Reflections Interactive	M	5.5							
Assassin's Creed: Bloodlines	PSP	2009	Action	Ubisoft	437000	468000	50000	275000	6.3	38	7.1	69	Griptonite Games	M	6.81588785							
LEGO The Lord of the Rings	X360	2012	Action	Warner Bros. Interactive Entertainment	650000	496000	0	109000	8	49	8.7	73	TT Games	E10+	8.418852459							
Hyrule Warriors	WeiiU	2014	Action	Ninti	576000	422000	129000	100000	7.8	81	8.3	662	Omega Force	T	8.245491252							
Donkey Kong Country 2	GBA	2004	Platform	Ninti	796000	270000	119000	39000	7.9	22	9	37	Rare Ltd.	E	8.589830508							
Guitar Hero: Aerosmith	X360	2008	Misc	Activision	1016000	129000	0	100000	7	59	6.7	48	Neversoft Entertainment	T	6.865420561							
Need for Speed Carbon	PS3	2006	Racing	Electronic Arts	485000	498000	31000	198000	7.5	31	7.2	42	EA Canada	E10+	7.32739726							
Ben 10: Protector of Earth	Weii	2007	Action	D3Publisher	543000	552000	0	131000	6.3	6	7.9	9	High Voltage Software	E10+	7.26							
2010 FIFA World Cup South Africa	PS3	2010	Sports	Electronic Arts	301000	638000	69000	221000	8	56	7.8	57	EA Canada	E	7.899115044							
Tales of Xillia	PS3	2011	Role-Playing	Namco Bandai Games	289000	180000	663000	89000	7.7	65	8.1	468	Bandai Namco Games	T	8.051219512							
Diddy Kong Racing DS	DS	2007	Racing	Ninti	1107000	30000	0	88000	6.3	39	7.4	27	Rare Ltd.	E	6.75							
Marrison Power Tennis	GC	2004	Sports	Ninti	578000	157000	466000	30000	7.9	43	8.7	48	Camelot Software Planning	E	8.321978022							
Golden Sun: The Lost Age	GBA	2002	Role-Playing	Ninti	599000	271000	275000	70000	8.6	29	9.6	150	Camelot Software Planning	E	9.437988827							
Max Payne	XB	2001	Shooter	Take-Two Interactive	987000	193000	0	50000	9	24	8.4	61	neo Software	M	8.569411765							
NBA 2K2	PS2	2002	Sports	Sega	590000	453000	10000	150000	8.8	19	7.9	16	Visual Concepts	E	8.388571429							
Cars	PS2	2006	Racing	THQ	1015000	39000	0	157000	7.1	30	8.3	12	Rainbow Studios	E	7.442857143							
Fuzion Frenzy	XB	2001	Misc	Microsoft Game Studios	929000	244000	0	39000	7	28	7	16	Blitz Games	E	7							
Call of War: Finest Hour	XB	2004	Shooter	Activision	790000	398000	0	40000	7.2	55	7.9	22	Spark Unlimited	T	7.4							
Final Fantasy IV	DS	2007	Simulation	Square Enix	516000	40000	617000	49000	8.4	52	7.6	164	Matrix Software	E10+	7.792592593							
Star Wars: Battlefront II	PSP	2005	Shooter	LucasArts	1063000	50000	10000	99000	7	22	8.6	111	Savage Entertainment	T	8.335338346							
Super Street Fighter IV: 3D Edition	3DS	2011	Fighting	Capcom	546000	447000	139000	90000	8.4	69	8	206	Capcom	T	8.100363636							
Sly Cooper and the Thievius Raccoonus	PS2	2002	Platform	Sony Computer Entertainment	1010000	140000	0	40000	8.6	41	8.8	184	Sucker Punch	E	8.763555556							
WWE 2K16	PS4	2015	Sports	Take-Two Interactive	412000	592000	0	197000	7.4	47	7.4	237	Yuke's	T	7.4							
Need for Speed Underground	GC	2003	Racing	Electronic Arts	702000	483000	10000	30000	8.5	24	9.1	45	Electronic Arts	E	8.891304348							
Naruto Shippuden: Ultimate Ninja Storm 2	PS3	2010	Fighting	Namco Bandai Games	415000	466000	151000	181000	7.7	34	8.4	130	CyberConnect2	T	8.254878049							
Medal of Honor: Airborne	PS3	2007	Shooter	Electronic Arts	250000	688000	30000	254000	7.5	16	7.6	39	Electronic Arts	T	7.570909091							
Battlefield: Hardline	XOne	2015	Shooter	Electronic Arts	731000	368000	10000	112000	7.2	27	5.1	299	Visceral Games	M	5.27392638							
Bayonetta	PS3	2009	Action	Sega	446000	386000	214000	157000	8.7	54	7.6	355	Nex Entertainment	M	7.745232274							
Boom Blox	Weii	2008	Puzzle	Electronic Arts	722000	373000	0	118000	8.5	61	8.4	105	EA LA	E	8.436746988							
The Sims 2: Castaway	Weii	2007	Simulation	Electronic Arts	447000	622000	0	137000	7.4	19	8.2	10	Maxis	T	7.675862069							
F1 2011	PS3	2011	Racing	Codemasters	121000	746000	111000	236000	8.3	36	7.2	55	Codemasters	E	7.635164835							
Pikmin 2	GC	2004	Strategy	Ninti	483000	129000	549000	30000	8.8	54	9.2	137	Ninti	E	9.086910995							
Enter the Matrix	XB	2003	Action	Atari	717000	428000	10000	41000	6.4	33	7.1	75	Shiny Entertainment	T	6.886111111							
Cars	PSP	2006	Racing	THQ	722000	284000	0	201000	7	17	7.1	4	Locomotive Games	E	7.019047619							
NHL 2002	PS2	2001	Sports	Electronic Arts	597000	451000	0	153000	9.1	22	8.5	26	EA Sports	E	8.775							
FIFA Soccer 11	PSP	2010	Sports	Electronic Arts	131000	698000	10000	363000	6.9	6	5.4	9	EA Sports	E	6							
The Simpsons: Road Rage	GBA	2003	Racing	THQ	864000	317000	0	20000	5.6	14	6.8	9	Altron	E	6.069565217							
LEGO Batman 2: DC Super Heroes	PS3	2012	Action	Warner Bros. Interactive Entertainment	493000	497000	0	190000	8	28	7.5	81	Traveller's Tales	E10+	7.628440367							
Captain Toad: Treasure Tracker	WeiiU	2014	Puzzle	Ninti	526000	378000	190000	91000	8.2	78	8.5	377	Ninti EAD Tokyo	E	8.448571429							
SpongeBob SquarePants: Revenge of the Flying Dutchman	GBA	2002	Platform	THQ	910000	230000	0	40000	7.2	4	7.7	7	Vicarious Visions	E	7.518181818							
Pro Evolution Soccer 2008	Weii	2008	Sports	Konami Digital Entertainment	91000	849000	112000	151000	8.2	19	8.3	43	Konami	E	8.269354839							
Destiny: The Taken King	XOne	2015	Shooter	Activision	854000	234000	0	118000	9	11	5.1	393	Bungie Software, Bungie	T	5.206188119							
Scarface: The World is Yours	PS2	2006	Action	Vivendi Games	996000	41000	0	158000	7.5	46	8.5	113	Radical Entertainment	M	8.210691824							
WWE SmackDown vs Raw 2008	PSP	2007	Fighting	THQ	456000	464000	0	275000	6.7	11	7.7	15	Yuke's	T	7.276923077							
Spider-Man: The Movie	GC	2002	Action	Activision	862000	268000	10000	40000	7.6	14	7.2	11	Treyarch	E	7.424							
Marrison vs. Donkey Kong 2: March of the Minis	DS	2006	Puzzle	Ninti	742000	30000	357000	69000	7.7	32	7.9	17	Ninti, Ninti Software Technology	E	7.769387755							
Metal Gear Solid: Portable Ops	PSP	2006	Action	Konami Digital Entertainment	386000	353000	379000	81000	8.8	54	8.2	147	Kojima Productions	M	8.36119403							
Injustice: Gods Among Us	PS3	2013	Fighting	Warner Bros. Interactive Entertainment	479000	504000	10000	202000	7.8	37	7.9	282	NetherRealm Studios	T	7.888401254							
Just Dance 4	X360	2012	Misc	Ubisoft	917000	190000	0	89000	7.7	23	7.7	36	Ubisoft	E10+	7.7							
Tony Hawk's Pro Skater 2	GBA	2001	Sports	Activision	839000	312000	0	20000	9.5	16	7.5	22	Vicarious Visions	E	8.342105263							
One Piece: Pirate Warriors	PS3	2012	Action	Namco Bandai Games	10000	234000	844000	80000	6.3	33	6.6	55	Omega Force, Tecmo Koei Games	T	6.4875							
Gun	PS2	2005	Shooter	Activision	963000	40000	0	161000	7.6	43	8.6	70	Neversoft Entertainment	M	8.219469027							
Ty the Tasmanian Tiger	PS2	2002	Platform	Electronic Arts	580000	453000	0	148000	7.1	14	8.9	60	Krome Studios	E	8.559459459							
Resident Evil: Operation Raccoon City	PS3	2012	Action	Capcom	486000	244000	363000	102000	5.1	36	4.9	222	Slant Six	M	4.927906977							
LEGO Indiana Jones: The Original Adventures	PSP	2008	Action	LucasArts	399000	488000	0	292000	7.6	8	7.5	11	Traveller's Tales	E10+	7.542105263							
PokÌ©Park Weii: Pikachu's Adventure	Weii	2009	Adventure	Ninti	537000	162000	418000	59000	6.3	22	7.1	36	Creatures Inc.	E	6.796551724							
WWE '12	PS3	2011	Fighting	THQ	520000	448000	20000	167000	7.2	28	6.9	80	Yuke's	T	6.977777778							
Cabela's Dangerous Hunts	PS2	2003	Sports	Zoo Digital Publishing	580000	458000	0	148000	5.8	4	8.3	37	Sand Grain Studios	T	8.056097561							
Grand Steal Auto V	PC	2015	Action	Take-Two Interactive	388000	679000	0	91000	9.7	57	7.9	3756	Rockstar North	M	7.926907946							
Fallout: New Vegas	PC	2010	Role-Playing	Bethesda Softworks	583000	458000	0	141000	8.5	39	8.6	2754	Obsidian Entertainment	M	8.598603652							
WWE SmackDown vs. Raw 2010	PS3	2009	Fighting	THQ	479000	477000	10000	201000	8.3	38	8.3	55	Yuke's	T	8.3							
Medal of Honor: Rising Sun	XB	2003	Shooter	Electronic Arts	766000	356000	0	51000	6.4	23	5.7	28	EA LA	T	6.015686275							
Army of Two	PS3	2008	Shooter	Electronic Arts	744000	259000	20000	149000	7.5	43	7.2	118	EA Montreal	M	7.280124224							
Spore	PC	2008	Strategy	Electronic Arts	29000	1058000	0	80000	8.4	75	5.2	1711	Maxis	E10+	5.334378499							
Marrison vs. Donkey Kong	GBA	2004	Puzzle	Ninti	687000	249000	208000	20000	8.1	43	7.9	31	Ninti	E	8.016216216							
LEGO Star Wars III: The Clone Wars	PS3	2011	Action	LucasArts	520000	464000	0	188000	7.5	36	7.3	34	Traveller's Tales	E10+	7.402857143							
Midnight Club 3: DUB Edition Remix	PS2	2006	Racing	Take-Two Interactive	969000	40000	0	160000	8.6	19	8.9	53	Rockstar San Diego	E10+	8.820833333							
Tom Clancy's Ghost Recon: Jungle Storm	PS2	2004	Shooter	Ubisoft	566000	447000	0	151000	7.1	31	6.3	24	Red Storm Entertainment	T	6.750909091							
Mirror's Edge	X360	2008	Platform	Electronic Arts	509000	509000	10000	131000	7.8	82	7.5	328	EA DICE	T	7.56							
Sonic the Hedgehog	PS3	2006	Platform	Sega	416000	61000	40000	666000	4.3	17	4.1	176	Sonic Team	E10+	4.11761658							
NASCAR Thunder 2002	PS2	2001	Racing	Electronic Arts	578000	438000	0	151000	8.4	17	8.4	22	EA Sports	E	8.4							
Your Shape: Fitness Evolved 2012	X360	2011	Sports	Ubisoft	689000	358000	0	99000	7.6	13	7.7	21	Ubisoft	E	7.661764706							
FIFA 14	XOne	2013	Sports	Electronic Arts	409000	655000	0	88000	8.6	22	5.9	328	EA Canada	E	6.069714286							
Final Fantasy Tactics: The War of the Lions	PSP	2007	Role-Playing	Square Enix	458000	239000	295000	158000	8.8	41	8.1	238	TOSE	T	8.202867384							
Sonic Rush Adventure	DS	2007	Platform	Sega	536000	471000	10000	119000	7.9	32	8.1	66	Dimps Corporation	E	8.034693878							
Worldwide Soccer Manager 2009	PC	2008	Simulation	Sega	0	1140000	0	10000	8.3	29	8.2	30	Sports Interactive	E	8.249152542							
Gauntlet: Dark Legacy	PS2	2001	Action	Midway Games	549000	440000	0	148000	7.2	15	8.4	30	Midway	T	8							
Medal of Honor Heroes 2	PSP	2007	Shooter	Electronic Arts	501000	393000	20000	247000	7	20	7.4	30	EA LA	T	7.24							
Medal of Honor: Warfighter	X360	2012	Action	Electronic Arts	581000	449000	10000	101000	5.3	43	5.5	437	Danger Close	M	5.482083333							
FIFA Soccer 10	PSP	2009	Sports	Electronic Arts	149000	679000	10000	311000	8.2	9	8	14	EA Sports	E	8.07826087							
Donkey Konga	GC	2003	Misc	Ninti	491000	158000	457000	30000	7.7	55	8.2	21	Namco	E	7.838157895							
Call of War 4: Modern Warfare	PC	2007	Shooter	Activision	0	1141000	0	30000	9.2	40	8.6	2360	Infinity Ward	M	8.61							
Tak and the Power of Juju	PS2	2003	Platform	THQ	552000	445000	0	149000	6.7	28	9.1	28	Avalanche Software	E	7.9							
WWE 2K15	PS4	2014	Sports	Take-Two Interactive	389000	569000	0	190000	6.3	44	5.1	164	Yuke's	T	5.353846154							
Tenchu: Wrath of Heaven	PS2	2003	Action	Activision	443000	335000	249000	108000	7.9	33	8.4	38	K2 LLC	M	8.167605634							
Shadow of the Colossus	PS2	2005	Action	Sony Computer Entertainment	791000	30000	203000	130000	9	77	9.2	933	SCE Japan Studio	T	9.184752475							
Ninja Gaiden Sigma	PS3	2007	Action	Eidos Interactive	568000	321000	89000	161000	8.8	46	7.6	155	Team Ninja	M	7.874626866							
WWE 2K14	PS3	2013	Sports	Take-Two Interactive	495000	468000	0	192000	7.5	22	7.6	121	Yuke's	T	7.584615385							
Pokemon Rumble Blast	3DS	2011	Action	Ninti	471000	264000	354000	71000	5.6	36	7.1	50	Ambrella	E10+	6.472093023							
007: Quantum of Solace	PS3	2008	Action	Activision	433000	514000	20000	189000	6.5	42	6.6	47	Treyarch	T	6.552808989							
Dance Dance Revolution Extreme 2	PS2	2005	Simulation	Konami Digital Entertainment	950000	40000	0	160000	7.7	27	9	21	Konami Computer Entertainment Hawaii	E10+	8.26875							
The Lord of the Rings: The Return of the King	XB	2003	Action	Electronic Arts	716000	381000	0	50000	8.5	31	9.3	31	EA Games	T	8.9							
Hot Shots Golf: Out of Bounds	PS3	2007	Sports	Sony Computer Entertainment	312000	30000	750000	40000	8.1	66	8.9	32	Clap Hanz	E	8.36122449							
